Text,Date,Favorites,Retweets,Tweet ID
I stand with the people gathered across the country tonight defending our values & our Constitution. This is not who we are.,2017-01-29 09:19:45,563398,171866,825551481927503872
.@MichaelNutter got a lot of great points into 140 characters here. We have to keep the momentum.https://twitter.com/michael_nutter/status/822832592114384897 …,2017-01-23 05:50:14,86456,19355,823324426301243402
Scrolling through images of the #womensmarch is awe-inspiring. Hope it brought joy to others as it did to me.http://www.slate.com/blogs/the_slatest/2017/01/21/overhead_shots_show_massive_women_s_march_crowds_across_america.html …,2017-01-23 05:48:36,196908,34749,823324013984415748
"I stand w/ Nora Harren, a 17-year  from Boise, ID, & every person marching for our values today. Onward!  #WomensMarchpic.twitter.com/02lOuXRHuz",2017-01-22 01:57:17,118305,22696,822903412492734468
"'Hope Not Fear'
Indeed. 
And what a beautiful piece by Louisa Cannell. 
#womensmarch pic.twitter.com/7h3Bzx79nB",2017-01-21 22:09:53,264701,92642,822846188936396803
"Thanks for standing, speaking & marching for our values @womensmarch. Important as ever. I truly believe we're always Stronger Together.",2017-01-21 20:37:21,446909,120538,822822900239581184
I'm here today to honor our democracy & its enduring values. I will never stop believing in our country & its future. #Inauguration,2017-01-20 21:23:50,343962,70751,822472212569616385
"Indeed. Bill & I have you in our thoughts & look forward to you both being back on your feet soon, wild socks & all. -Hhttps://twitter.com/billclinton/status/821811672813867010 …",2017-01-19 05:30:19,83529,10825,821869861018206208
Delighted that @NYGovCuomo proposed free college for ppl making <125K in NY. A plan @SenSanders & I worked hard on.http://www.nydailynews.com/new-york/education/cuomo-proposes-free-tuition-middle-income-new-yorkers-article-1.2932985 …,2017-01-04 04:58:01,45151,9766,816425914850492416
The holidays are a time to be thankful for our blessings. Let's rejoice in this season & look forward with renewed hope & determination. -H,2016-12-27 03:07:34,122491,21584,813499015753039872
I was greeted by this heartwarming display on the corner of my street today. Thank you to all of you who did this. Happy Thanksgiving. -Hpic.twitter.com/b69mW3Oqbf,2016-11-25 02:10:17,309475,52889,801888191276089344
"Hoping everyone has a safe & Happy Thanksgiving today, & quality time with family & friends. -H",2016-11-25 02:07:00,113062,14299,801887362787770368
Looking forward to honoring some brave young people tonight at @ChildDefender where I started my career. Tune in: http://hrc.io/2fZJn5N  -H,2016-11-17 05:45:53,58574,8123,799043343275753472
"Scripture tells us: Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.pic.twitter.com/snXfdLgZq8",2016-11-10 00:25:10,212746,69745,796425920378765313
“Let us have faith in each other. Let us not grow weary. Let us not lose heart. For there are more seasons to come and...more work to do.”,2016-11-09 22:23:19,210302,80119,796395255432146948
"“We are stronger together and will go forward together. And you should never, ever regret fighting for that.” —Hillary",2016-11-09 22:23:02,179825,72033,796395181008416773
“I am grateful to our country for all it has given me. I count my blessings every day that I am an American.” —Hillary,2016-11-09 22:22:19,90855,20135,796395004331786246
"""To all the little girls watching...never doubt that you are valuable and powerful & deserving of every chance & opportunity in the world.""",2016-11-09 22:21:59,1164529,660717,796394920051441664
"""We have still have not shattered that highest and hardest glass ceiling. But some day, someone will."" —Hillary",2016-11-09 22:21:46,140311,56961,796394862429999104
"""To all the women...who put their faith in this campaign and in me...nothing has made me prouder than to be your champion."" —Hillary",2016-11-09 22:20:46,259639,91321,796394614244646912
"""This loss hurts. But please never stop believing that fighting for what’s right is worth it."" —Hillary",2016-11-09 22:20:23,298334,146882,796394515582095361
"""To Bill, Chelsea, Marc, Charlotte, Aidan, our brothers, and our entire family—my love for you means more than I can ever express."" —Hillary",2016-11-09 22:17:31,58769,9207,796393795965304833
"""To Barack and Michelle Obama, our country owes you an enormous debt of gratitude. We thank you for your graceful, determined leadership.”",2016-11-09 22:17:13,291453,135203,796393719524130816
"""I want to thank Tim Kaine and Anne Holton for being our partners on this journey."" —Hillary",2016-11-09 22:15:58,41374,6938,796393404095692800
"""Our responsibility as citizens is to keep doing our part to build that better, stronger, fairer America we seek. And I know you will.”",2016-11-09 22:15:42,71336,21626,796393337712443392
"""Our constitutional democracy demands our participation, not just every four years, but all the time."" —Hillary",2016-11-09 22:14:28,51107,15194,796393027975729152
“Donald Trump is going to be our president. We owe him an open mind and the chance to lead.” —Hillary,2016-11-09 22:13:34,126290,55319,796392800350863360
"""We have seen that our nation is more deeply divided than we thought. But I still believe in America—and I always will."" —Hillary",2016-11-09 22:13:20,71070,22779,796392743027310592
"""I want you to remember this: Our campaign was never about one person or even one election. It was about the country we love.” —Hillary",2016-11-09 22:13:06,63644,17933,796392680888614912
"“You represent the best of America, and being your candidate has been one of the greatest honors of my life.” —Hillary to @HFA",2016-11-09 22:12:39,40325,9401,796392571073335296
"""This is not the outcome we wanted. I’m sorry we did not win this election for the values we share and the vision we hold for our country.""",2016-11-09 22:12:21,79344,27208,796392494435102722
“I hope that he will be a successful president for all Americans.” —Hillary on Donald Trump,2016-11-09 22:12:06,30661,9162,796392429112926208
“Last night I congratulated Donald Trump and offered to work with him on behalf of our country.” —Hillary,2016-11-09 22:11:42,38115,10561,796392332467851264
Watch Hillary deliver remarks on the election from New York City: http://hrc.io/2fZDwja ,2016-11-09 22:04:22,12940,3172,796390484084215808
"This team has so much to be proud of. Whatever happens tonight, thank you for everything.pic.twitter.com/x13iWOzILL",2016-11-09 07:25:01,367374,141326,796169187882369024
"Remember, if you are in line before polls close, you can vote! Have a question? Call 1-917-444-5915.pic.twitter.com/2MVKOatmvy",2016-11-09 05:42:06,21155,12536,796143289971994624
"Election Day is almost over. Don’t wait—go vote now! 
Confirm where you vote at http://hillaryclinton.com/locate pic.twitter.com/IvyE2hJFEU",2016-11-09 04:24:21,12133,4358,796123724479164416
Our neighbors in battleground states need your help. Make calls to remind Hillary supporters to go vote:http://hillaryclinton.com/calls ,2016-11-09 02:32:19,6109,1807,796095529637789696
"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift: http://hillaryclinton.com/gotv ",2016-11-09 01:31:45,9843,2962,796080287985926144
"It's going to be close, and we need you on this team. Confirm where to vote today: http://hillaryclinton.com/locate ",2016-11-09 00:29:21,7562,2419,796064581865078784
"If you’ve already voted, jump on the phone and remind voters in key battleground states to go vote: http://hillaryclinton.com/calls pic.twitter.com/az0v18giTx",2016-11-08 23:55:56,6495,2451,796056175179599872
"Today, let's show the world that love will always trump hate. http://hillaryclinton.com/locate pic.twitter.com/a7FXGtAfiG",2016-11-08 22:39:08,31641,15593,796036845700141056
"How do we go high? 

We vote: http://hillaryclinton.com/locate pic.twitter.com/rx5OWheuBd",2016-11-08 22:09:30,12376,4614,796029388043141120
Already voted? That's great! Now help Hillary win by signing up to make calls now:http://hrc.io/2fw1T53 ,2016-11-08 21:48:24,4283,1496,796024078993911808
Happy Election Day! http://hillaryclinton.com/locate pic.twitter.com/IfOBRuvQzJ,2016-11-08 20:39:05,26103,7309,796006636078985216
"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift: http://hillaryclinton.com/gotv pic.twitter.com/zDlXKBFDGL",2016-11-08 20:33:04,5202,1736,796005120043548672
Everything we’ve worked toward comes down to today. RT this if you're voting for Hillary: http://hillaryclinton.com/locate pic.twitter.com/AhvOOB6L6C,2016-11-08 19:29:37,85801,63978,795989151116095488
Let’s go make some history today. http://hillaryclinton.com/locate pic.twitter.com/IbRcWWun7J,2016-11-08 18:30:42,28620,13862,795974327611129856
It's Election Day! Millions of Americans have cast their votes for Hillary—join them and confirm where you vote:http://hillaryclinton.com/locate ,2016-11-08 17:31:49,7603,2721,795959509537722369
Don't stand still. Vote today: http://hillaryclinton.com/locate  #ElectionDay #MannequinChallengepic.twitter.com/4KAv2zu0rd,2016-11-08 17:17:18,95730,55042,795955854059171840
It’s Election Day and polls are officially open. When will you vote today? Confirm where to go here: http://hillaryclinton.com/locate pic.twitter.com/3yZvIbqzdj,2016-11-08 16:31:21,6951,3175,795944292028182528
"There's no such thing as a vote that doesn't count. Today, you can make the difference.

RT this—and go vote! http://IWillVote.com pic.twitter.com/iTPel14CtU",2016-11-08 15:37:14,15215,9155,795930670988197889
"In America, we build bridges, not walls.
Let’s go out and prove that love trumps hate.
http://hillaryclinton.com/locate pic.twitter.com/VTl1jexKON",2016-11-08 11:43:13,10354,4876,795871778769895425
"""If you believe we should never write discrimination into our laws...you’ve got to vote!” —Hillary http://hillaryclinton.com/locate ",2016-11-08 11:38:56,4490,1637,795870702834515968
"""If you believe in science and that we have to act on climate change, then you have to vote!"" —Hillary http://hillaryclinton.com/locate ",2016-11-08 11:38:06,3404,1379,795870493240913924
"""It’s not just my name or Donald Trump’s name on the ballot—it’s the kind of country we want.” —Hillary http://hillaryclinton.com/locate ",2016-11-08 11:34:26,3398,1138,795869569709735936
"“You can vote for a hopeful, inclusive, big-hearted vision for America.” —Hillary http://hillaryclinton.com/locate pic.twitter.com/JJcIfaLSSf",2016-11-08 11:31:25,2668,1067,795868808367968256
"“I believe that she will win!
I believe that she will win!”http://www.snappytv.com/tc/3200622 ",2016-11-08 11:28:27,7757,4073,795868063761657856
"""I am so excited that I finally get to vote for my mom in a few hours.” —@ChelseaClinton http://hillaryclinton.com/locate ",2016-11-08 11:17:23,3411,1012,795865278034935809
"Join Hillary for her last rally of the campaign in Raleigh, North Carolina: http://hrc.io/2eHw3mO ",2016-11-08 10:43:57,5617,1330,795856862939906048
Stronger together.pic.twitter.com/9TkaJrjW0a,2016-11-08 10:22:23,54598,18817,795851436743622656
"""If you believe that racism and sexism and bigotry have no place in our country...you need to vote.""http://hrc.io/2fxlXGt ",2016-11-08 09:38:46,10438,4323,795840460778602496
"27 million Latinos are eligible to vote this year.

Millions have already voted.

Ready to join them? http://hillaryclinton.com/locate pic.twitter.com/IxkmR36MhL",2016-11-08 08:39:50,14666,5284,795825627840462848
“Let’s make history!” —Hillarypic.twitter.com/33JmMKRfR4,2016-11-08 08:02:03,20230,9252,795816121173741568
"“We need your help, knocking on doors and making phone calls, helping to turn people out.” —Hillaryhttp://hillaryclinton.com/volunteer ",2016-11-08 07:58:38,3973,1380,795815260322230272
"""I am not going to let anybody rip up the progress that we’ve made.” —Hillarypic.twitter.com/8wuWIUfBst",2016-11-08 07:57:21,4724,2004,795814936970756097
"""Tomorrow, we face the test of our time. What will we vote for?” —Hillary http://hillaryclinton.com/locate pic.twitter.com/6qcgsS0qjp",2016-11-08 07:54:19,2917,1064,795814176392445953
"""We don’t want to shrink the vision of this country. We want to keep expanding it.” —Hillary",2016-11-08 07:50:51,2943,1131,795813304459468800
"""I believe with all my heart that our best days are still ahead of us, if we reach for them together.” —Hillary in Philly",2016-11-08 07:47:56,3404,1368,795812567881019392
"""I am betting that tomorrow, you will reject fear, and you'll choose hope.” —@POTUS",2016-11-08 07:41:52,4485,1954,795811042819473408
"""I’m betting that young people turn out to vote because your future is at stake.” —@POTUS",2016-11-08 07:41:22,3018,1161,795810916445065220
"“Don’t boo, vote!” —@POTUS http://hillaryclinton.com/locate pic.twitter.com/LPGUUEty3E",2016-11-08 07:36:06,4817,2160,795809591875555328
"“You don’t just have to vote against someone, you have somebody extraordinary to vote for.” —@POTUSpic.twitter.com/o70dVreNPB",2016-11-08 07:32:35,4833,2119,795808707410034688
"""If his closest advisors don’t trust him to tweet, why would any of us trust him with the nuclear codes?” —@POTUS on Trump",2016-11-08 07:30:15,3637,1831,795808117925810176
"""Tomorrow...the choice you face when you step into that voting booth could not be more clear and could not be more serious.” —@POTUS",2016-11-08 07:29:48,1994,842,795808003912044544
"""We have a chance to elect a 45th president who will build on our progress, who will finish the job.” —@POTUS",2016-11-08 07:28:15,1929,796,795807616916197376
“Hello Philadelphia! Are you fired up? Are you ready to go?” —@POTUS https://pbs.twimg.com/media/CwtFwSnXcAAFMC4.jpg …,2016-11-08 07:26:57,1777,601,795807286375682048
"""Tomorrow, with your vote, you can say that this country has always been great, that it is the greatest nation on earth.” —@FLOTUS",2016-11-08 07:21:48,2611,1101,795805991283683328
"“Tomorrow, with your vote, you can stand up to those who seek to divide us and make us afraid.” —@FLOTUS #ImVotingBecause",2016-11-08 07:20:48,4566,2162,795805741881970688
"“This election is on us; it is in our hands. If we get out and vote tomorrow, Hillary Clinton will win.” —@FLOTUS http://hillaryclinton.com/locate ",2016-11-08 07:19:59,1420,673,795805536113594368
“We have a duty to ensure that this country is handed over to a leader that we all can trust.” —@FLOTUS on Hillary,2016-11-08 07:19:10,1609,708,795805327476269056
"“When the going gets tough, Hillary is the person we want on our side because she never gives up. She never quits.” —@FLOTUS",2016-11-08 07:14:47,2344,971,795804224194052096
"“Tomorrow, we have the chance to elect someone who is singularly qualified to be our president—our friend, Hillary Clinton.” —@FLOTUSpic.twitter.com/N5MdizSSKf",2016-11-08 07:14:07,4358,1770,795804058032439296
"“No matter what came along, no matter what they hit her with … no matter what happened, she said, ‘We’re stronger together.’” —@BillClinton",2016-11-08 07:11:50,2345,970,795803485174427650
"You don’t want to miss this one: Join Hillary, @POTUS, @FLOTUS, @BillClinton, and @ChelseaClinton live in Philly. http://hrc.io/2exWSGI ",2016-11-08 07:07:49,10732,2673,795802471780196352
"""Hillary is the role model Michelle and I want for our daughters and for kids across the country."" —@POTUShttp://hrc.io/2ftGiKn ",2016-11-08 05:38:00,10855,3887,795779871590981632
"Tomorrow, we have the chance to stand up for the America we believe in. RT this if you're voting. http://hillaryclinton.com/locate pic.twitter.com/Wb7iYnjxdW",2016-11-08 05:01:16,16351,11062,795770626212503552
"Yesterday, Khizr Khan told the story of a 10-year-old boy who was bullied at school—until his class watched Mr. Khan's speech.pic.twitter.com/p0l4L2tj2S",2016-11-08 04:29:04,19050,6798,795762522464862208
"Women can stop Trump.

Here's how: http://hillaryclinton.com/locate pic.twitter.com/f28w22yOXq",2016-11-08 03:54:52,9565,4880,795753915941695488
"""If your closest advisors don’t trust you to tweet, how can we trust you with the nuclear codes?” —@POTUS on Trump",2016-11-08 03:37:51,35465,14309,795749635126161408
"""I want to be a president for all Americans: Democrats, Republicans, Independents. Not just people who support me, but everyone.” —Hillary",2016-11-08 03:18:21,7684,2860,795744725303234562
"""Public colleges and universities should be tuition-free for anyone who makes less than $125,000 a year.” —Hillarypic.twitter.com/axHVelhvXh",2016-11-08 03:14:16,4853,1714,795743697023434755
"""If you work hard, and you work full-time, you shouldn’t still be in poverty at the end of the year.” —Hillary",2016-11-08 03:07:10,3550,1393,795741909515898881
"""Every single one of us has something to contribute to this great country.” —Hillarypic.twitter.com/hCBaY6ZHYo",2016-11-08 02:58:44,2937,1229,795739790528417792
"""I really believe that America’s best days are still ahead of us if we reach for them together!” —Hillary http://hillaryclinton.com/locate pic.twitter.com/wuuQj9NrZY",2016-11-08 02:55:59,2518,960,795739098514391040
"""Are you ready to vote tomorrow, Michigan? Are you ready to help get your friends to vote?” —Hillary http://hillaryclinton.com/locate pic.twitter.com/0sw8D2ex3Z",2016-11-08 02:51:56,2180,830,795738076286959616
“The choice in this election could not be clearer...this election is basically between division and unity in our country.” —Hillarypic.twitter.com/njcPDs7gQU,2016-11-08 02:48:34,2804,1219,795737232212684800
"Join Hillary in Grand Rapids, Michigan, for one of her last rallies of the campaign: http://abcn.ws/1cGbT40 ",2016-11-08 02:42:59,4833,1235,795735825988337664
"""Look how far we've come from having no voice to being on the brink of making history."" —@Beyonce http://hillaryclinton.com/locate pic.twitter.com/rniw5dOdMT",2016-11-08 02:13:06,14825,7052,795728304384917505
Latino voters will have a powerful impact on this election—and are already showing record turnout. Be part of this: http://hillaryclinton.com/locate pic.twitter.com/xtgepmGJvA,2016-11-08 00:45:34,14470,7419,795706274620940288
"""America depends on you—you, all of you. ... I didn’t say, 'Yes, I can.' I said, 'Yes, we can.'"" —@POTUSpic.twitter.com/oHVglCTncQ",2016-11-08 00:00:27,12007,4717,795694921697071104
"""I voted for Hillary Clinton because I am absolutely confident that when she is president, this country will be in good hands.” —@POTUSpic.twitter.com/c7WwNRuYTh",2016-11-07 23:33:12,19776,6741,795688066065297408
"Vote for an America where we build bridges, not walls.

Together, let’s prove that love trumps hate. http://hillaryclinton.com/locate pic.twitter.com/yaXRz7e9WJ",2016-11-07 23:27:58,4760,2110,795686748433092608
"""Tomorrow is the election, but that is just the beginning."" —Hillary https://www.hillaryclinton.com/locate/ pic.twitter.com/cYI3OuFMEA",2016-11-07 23:22:52,5280,1798,795685466519511042
"This has to be our mission together—doing everything we can to help all our kids, and every American, live up to their God-given potential.",2016-11-07 23:16:47,2391,938,795683933140697089
"If you believe all our kids should have good schools and good teachers, no matter what ZIP code they live in, then you have to vote.pic.twitter.com/J57TwtKdwm",2016-11-07 23:15:12,2807,1151,795683535176814593
"If you believe that America thrives when the middle class thrives, then you have to vote. http://hillaryclinton.com/locate pic.twitter.com/H4FdKU7IxL",2016-11-07 23:12:34,1985,821,795682872875188229
“I believe America’s best days are still ahead of us.” —Hillarypic.twitter.com/hzhThRsb3x,2016-11-07 23:09:19,2416,994,795682053400526851
"""We don’t have to accept a dark and divisive vision for America. Tomorrow, you can vote for a hopeful, inclusive, big-hearted America.""pic.twitter.com/oGJLM033Wi",2016-11-07 23:06:57,2765,1344,795681456886579200
Tomorrow’s the day! Join Hillary as she campaigns in Pittsburgh on the eve of Election Day. http://abcn.ws/1cGbT40 ,2016-11-07 23:04:01,6577,1734,795680720001921025
"""Today, I'm asking for your vote. Tomorrow, let's make history together."" —Hillary http://hillaryclinton.com/locate pic.twitter.com/TFyaTifghr",2016-11-07 22:53:00,44744,22529,795677947088670721
Share this if you know someone who needs to see it. https://www.hillaryclinton.com/locate/ pic.twitter.com/NtAV1dmh1Y,2016-11-07 22:03:22,12610,7353,795665459223924737
Our children and grandchildren will look back at the choice we make on Tuesday. Let's make them proud. http://hillaryclinton.com/locate pic.twitter.com/JnvrTvLeOM,2016-11-07 20:37:36,12302,5426,795643875251593216
America is better than Donald Trump. http://hillaryclinton.com/locate pic.twitter.com/UYMwkmmxKf,2016-11-07 19:29:31,10523,4930,795626738382503937
"Tomorrow caps an amazing journey, but the work we have to do is just beginning.http://hrc.io/2fgDGPq ",2016-11-07 18:27:58,8372,2837,795611251602821120
"""Women's rights are human rights""—and 132 more reasons Hillary should be our next president.http://hrc.io/2ffy9ZD ",2016-11-07 09:53:45,11051,4659,795481845244821504
Pantsuit up. http://hillaryclinton.com/makeaplan pic.twitter.com/vQY0YeDzEB,2016-11-07 09:27:24,20765,6297,795475213739769857
"This one's for you, Hillary.pic.twitter.com/KtzpIpSziO",2016-11-07 08:41:59,50090,24896,795463782671798272
"“This election is about you…

your dreams,
your aspirations,
your hopes,
your family,
your community.” —Hillaryhttp://hillaryclinton.com/makeaplan ",2016-11-07 07:48:27,4698,1782,795450312328880129
"""What’s really on the ballot is what kind of country we want for our children and grandchildren.” —Hillarypic.twitter.com/ihTi53NFJO",2016-11-07 07:35:33,5986,2175,795447064649957376
“This election is a reckoning. It is a choice between division and unity.” —Hillaryhttp://hillaryclinton.com/makeaplan ,2016-11-07 07:25:49,2532,992,795444614421512194
“We should all be grateful that this remarkable family decided to make America their home.” —Hillary on the Khan family,2016-11-07 07:24:00,2843,1004,795444156315340802
“He and his family exemplify the values that make America great.” —Hillary on Khizr Khanpic.twitter.com/L6axuHYv1n,2016-11-07 07:21:07,2906,1270,795443433582264321
"""Would my son Capt. Humayun Khan have a place in your America?…Would anyone who isn’t like you? —Khizr Khan to Donald Trump",2016-11-07 07:16:22,2253,969,795442237664612352
Hillary and @JamesTaylor_com are live in New Hampshire with two days to go. Watch here: http://abcn.ws/NWCl1V ,2016-11-07 07:08:57,5505,1471,795440369039187968
A rally fit for a King. http://hillaryclinton.com/makeaplan pic.twitter.com/uDK8NDu8RC,2016-11-07 06:30:29,8321,2425,795430689567084544
Florida in the rain.pic.twitter.com/J6g0R08xSY,2016-11-07 05:53:38,21987,5257,795421414274830336
"""My son was Captain Humayun Khan ... and he was a Muslim American. I want to ask Mr. Trump: Would my son have a place in your America?”pic.twitter.com/L6axuHYv1n",2016-11-07 05:26:23,20271,8216,795414558626160644
"This is what it's about:
All the good we can,
for all the people we can,
for as long as we can.
http://hillaryclinton.com/makeaplan pic.twitter.com/3dldRbEFg7",2016-11-07 05:01:46,11688,5275,795408365643911168
"""I want every public college and university to be tuition-free for every family making less than $125,000 a year.” —Hillary in Cleveland",2016-11-07 03:24:07,5964,2081,795383790956847104
"""I want an America where everyone has a place, where everyone is included.” —Hillary in Ohiopic.twitter.com/SnflwVAzkr",2016-11-07 03:17:48,5999,2323,795382199021408258
"""America is great because America is good, and if we…lift each other up, instead of tearing each other down, we can be even greater.""",2016-11-07 03:15:21,3298,1534,795381583113027584
"""I love our country, and I believe in our people, and I will never, ever quit on you. No matter what.” —Hillary in Ohio",2016-11-07 03:13:26,3089,1401,795381101665648642
"“Our next president, Ms. Hillary Clinton!” —@KingJames http://hrc.io/2fvuPJ9 pic.twitter.com/1TOlgQLXaD",2016-11-07 03:10:45,3691,1782,795380423509602305
"""We have to get out and make sure we vote.” —@KingJames in Ohio with HIllary http://hillaryclinton.com/makeaplan ",2016-11-07 03:05:52,2007,904,795379196407246848
Hillary and @KingJames are live in Cleveland with two days to go. Watch here: http://hrc.io/2fvuPJ9 ,2016-11-07 03:03:45,6341,1870,795378663781003264
"""You want to give me a good send-off? Go vote!"" —@POTUS http://hillaryclinton.com/makeaplan pic.twitter.com/rqxDSQF4pG",2016-11-07 02:54:09,9699,3808,795376246255452164
"Loved this moment from last night. Thanks to @KatyPerry, @JenCarlosMusic, and everyone out on the trail helping to get out the vote. -Hpic.twitter.com/TohJ2UPUq1",2016-11-07 02:25:04,14746,4038,795368930332315648
"""We don't want to go back. We want to go forward."" —@RepJohnLewis http://hillaryclinton.com/makeaplan pic.twitter.com/ZmWyB40o1M",2016-11-07 01:35:54,8391,4083,795356555327787012
The photos that tell the story of Hillary’s career and what she stands for.http://hrc.io/2fIF5mr ,2016-11-06 23:32:06,5415,2375,795325398850609160
"10 minutes of Donald Trump demeaning, objectifying, and insulting women. http://hillaryclinton.com/makeaplan http://www.snappytv.com/tc/3187568 ",2016-11-06 22:30:46,6275,4577,795309964290097152
"We are better than bigotry, fear, and hate.

Share this if you agree. http://hillaryclinton.com/makeaplan pic.twitter.com/P3XekjLyza",2016-11-06 22:09:22,11728,6507,795304578984067073
"""She is a fighter for what is right, what is fair, and what is just."" —@RepJohnLewis: http://hillaryclinton.com/locate pic.twitter.com/MRqG1FtTIL",2016-11-06 20:33:56,12497,5659,795280563028361216
Isn't it time to have a mom in the Oval Office? http://hillaryclinton.com/locate pic.twitter.com/btBI9jL3wF,2016-11-06 19:27:56,12280,3490,795263955082084352
"“The reason a lot of [Ku Klux] Klan members like Donald Trump is because a lot of what he believes, we believe in.”http://hrc.io/2fdMLIJ ",2016-11-06 18:28:44,7888,4926,795249055521787904
"We face a serious choice on Tuesday: Will we act to protect the planet for our kids and grandkids, or do nothing? http://hillaryclinton.com/makeaplan pic.twitter.com/p75ZBNnzCx",2016-11-06 08:32:20,8683,3424,795098968061526016
"Today in 1872, Susan B. Anthony voted—and was then arrested. Almost 50 years later, the 19th Amendment was ratified. http://hillaryclinton.com/makeaplan pic.twitter.com/RdU6TpqceL",2016-11-06 08:13:04,14677,7420,795094118158495744
"""Nobody respects women more than me."" —Donald Trump

Other things he's said about women:pic.twitter.com/fM9h1WYHkK",2016-11-06 07:33:32,28961,17123,795084170913521664
More people are voting in this election than ever before. Make a plan to vote today: http://hillaryclinton.com/makeaplan pic.twitter.com/hi7IsIZQni,2016-11-06 07:05:52,9039,3028,795077204992466944
Text JOIN to 47246 and sign up to help us get out the vote.pic.twitter.com/mUrVhU3YYL,2016-11-06 05:59:24,2954,1084,795060477923627008
"Join Hillary, @KatyPerry, and @ShondaRhimes live in Philadelphia for a special GOTV concert: http://cs.pn/2ec1ffH ",2016-11-06 05:55:56,5860,1746,795059609249705988
"Thank you to @Beyonce, @S_C_, @Pharrell, @ChanceTheRapper, @BigSean, @JColeNC, and all the amazing artists helping to get out the vote. -H",2016-11-06 05:43:08,18582,4976,795056384354222085
"For respect.
For the future.
For our planet.

On Tuesday, they're gonna hear us roar: http://hillaryclinton.com/makeaplan pic.twitter.com/3G9XwUq6Mb",2016-11-06 05:01:12,13198,6315,795045831309017088
Your vote could make all the difference. Confirm where you'll cast your vote for Hillary: http://hillaryclinton.com/makeaplan pic.twitter.com/6SNysBsVHs,2016-11-06 03:43:25,7526,2580,795026257696145409
Five women older than their right to vote share why they're with Hillary:http://hrc.io/2fnuycl ,2016-11-06 03:05:48,9537,3837,795016789684088832
The story of this campaign.pic.twitter.com/8cft9HD0RI,2016-11-06 02:13:10,83490,42801,795003547968385024
The energy we're seeing on this campaign isn't about what we're against but what we're for—an inclusive America where everyone counts.pic.twitter.com/LiOKlQsQQS,2016-11-06 00:55:54,13690,4953,794984102877396993
When they go low...we vote: http://hillaryclinton.com/makeaplan pic.twitter.com/xQ6ETiGMmX,2016-11-06 00:36:11,10313,4547,794979138842963969
"""Donald, you don’t want to go there.” —Hillary on Trump asking what she’s done for the past 30 yearshttp://hrc.io/2fGaVQF ",2016-11-05 23:16:00,5272,2104,794958958960279552
"In just 3 days, we have the chance to make history:

Join Hillary live in Florida as she gets out the vote: http://abcn.ws/NWCl1V ",2016-11-05 23:11:25,6884,1991,794957806797516804
"RT if you agree we need to keep moving forward, not back. http://hillaryclinton.com/makeaplan pic.twitter.com/uMsYLKaTCc",2016-11-05 19:48:57,10862,8820,794906854216396800
"""That reporter and I have the same condition. When Mr. Trump made fun of him, that hurt my feelings.""pic.twitter.com/fOwLxPsa37",2016-11-05 18:58:10,26148,15701,794894074037866496
Ask yourself: Is this man fit to be the next president of the United States?http://hrc.io/2fbmqep ,2016-11-05 18:26:13,6446,3860,794886035360665601
"""I'm with her!"" —@Beyoncepic.twitter.com/RGabD4XXQT",2016-11-05 08:42:30,74262,26528,794739137098223621
"""Ohio, we are on the doorsteps of history.

I'm here tonight because respect matters."" —@S_C_ http://hrc.io/2fl2HJV ",2016-11-05 07:52:08,6661,2082,794726460695183360
"""We have to vote. The world looks to us as a progressive country that leads change."" —@Beyonce http://hillaryclinton.com/makeaplan pic.twitter.com/KXL4PTOGxQ",2016-11-05 07:39:02,15412,6084,794723165352198144
"""Less than 100 years ago, women did not have the right to vote. Look how far we’ve come.” —@Beyonce http://hrc.io/2fl2HJV ",2016-11-05 07:32:48,10382,4092,794721596275654657
".@Beyonce &
@S_C_ &
Hillary &
You?
http://hillaryclinton.com/makeaplan pic.twitter.com/DAxSZLuQUB",2016-11-05 07:20:07,15801,6179,794718405949583360
"With just 4 days until Election Day, Hillary is in Ohio with @S_C_, @ChanceTheRapper, @JColeNC, & more. Watch live: http://hrc.io/2fl2HJV ",2016-11-05 06:22:01,4326,1538,794703783712489472
Don't let this man become your next president: http://hillaryclinton.com/makeaplan pic.twitter.com/bxLn6ghq0x,2016-11-05 05:49:32,7804,4896,794695609722617859
“27 million are ready to put up a fight and not be intimidated by hatred and spite.” http://hillaryclinton.com/makeaplan pic.twitter.com/Say5UiNWNL,2016-11-05 05:25:45,9269,4603,794689621594619904
"For 30 years, @JoeBiden has known Hillary as a public servant, global leader, and friend. Here's why he's with her:http://hrc.io/2fDU6pp ",2016-11-05 04:21:16,7482,2622,794673397104050176
The progress we’ve made under @POTUS is on the line. We owe it to our kids to get out and vote: http://hillaryclinton.com/makeaplan pic.twitter.com/WEawGd3i9G,2016-11-05 03:15:15,3066,1221,794656782773846018
"We’ve got to take on discrimination & bigotry.

We can’t accept as normal what we’re seeing across this country because of Trump’s campaign.",2016-11-05 03:02:03,4152,1807,794653459861667840
"“If he doesn’t respect all Americans now, how can we trust him to serve all Americans in the future?” —Hillary on Trump",2016-11-05 02:58:41,3262,1460,794652613304340480
